Time,P1,P2,IMe,IMh,Tint,Rec
814,1,0.99935555,0.229218929,41.19307747,878.7732415,0.999675862
824,1,0.999364151,0.229218929,41.19307747,878.7732415,0.999680172
834,1,0.999372752,0.229218929,41.19307747,878.7732415,0.999684483
844,1,0.999381353,0.229218929,41.19307747,878.7732415,0.999688793
854,1,0.999389953,0.229218929,41.19307747,878.7732415,0.999693103
864,1,0.999398554,0.229218929,41.19307747,878.7732415,0.999697414
874,1,0.999501094,0.229218929,41.19307747,878.7732415,0.999725
884,1,0.999522129,0.229218929,41.19307747,878.7732415,0.999756522
894,1,0.999543165,0.229218929,41.19307747,878.7732415,0.999767391
904,1,0.9995642,0.229218929,41.19307747,878.7732415,0.999778261
914,1,0.999585236,0.229218929,41.19307747,878.7732415,0.99978913
924,1,0.999602263,0.229218929,41.19307747,878.7732415,0.9998
934,1,0.999609854,0.229218929,41.19307747,878.7732415,0.999803759
